obj,rel,sbj
645,0,705
144,0,812
482,0,841
188,0,828
553,0,713
608,0,796
532,0,810
519,0,739
5,0,795
130,0,755
228,0,702
608,0,802
515,0,700
525,0,707
375,0,819
272,0,730
534,0,665
499,0,684
402,0,747
195,0,828
610,0,707
366,0,765
306,0,663
155,0,663
219,0,823
229,0,721
471,0,737
580,0,794
286,0,733
99,0,739
409,0,816
191,0,689
534,0,788
168,0,842
148,0,838
547,0,738
205,0,712
11,0,721
651,0,728
611,0,843
322,0,783
595,0,770
61,0,666
358,0,790
196,0,823
654,0,769
358,1,799
118,0,712
214,0,735
220,0,777
276,0,767
287,0,717
441,0,796
276,0,670
239,1,694
22,0,807
298,0,663
37,0,666
639,0,821
102,0,771
631,0,737
347,1,780
444,0,719
91,0,798
389,0,699
298,0,843
330,0,752
270,0,724
88,0,801
231,0,844
447,0,768
387,0,816
351,0,772
96,0,799
9,0,792
131,0,676
644,0,793
511,0,783
5,0,772
486,0,718
230,0,727
153,0,768
168,0,708
71,0,728
396,0,690
464,1,684
78,0,842
286,0,724
175,0,675
171,0,722
566,0,701
508,1,706
222,1,735
207,0,668
26,0,765
295,0,729
82,0,796
159,0,694
195,0,665
159,0,666
593,0,670
420,0,804
567,0,729
168,0,801
445,1,766
235,0,781
340,0,730
314,0,799
317,0,680
343,0,678
534,0,692
277,0,796
347,0,760
326,0,789
330,0,730
290,0,769
590,0,664
202,0,803
302,1,681
14,0,761
466,0,819
310,0,750
597,0,716
351,0,794
130,0,763
293,0,826
79,1,831
371,0,788
134,0,725
159,1,836
236,0,836
507,0,786
202,0,832
20,0,726
202,0,739
629,0,806
58,0,826
455,0,816
121,0,749
298,0,789
544,0,693
106,0,689
647,0,732
419,0,725
281,1,776
283,0,799
388,0,664
648,0,766
585,0,791
446,0,803
521,0,810
152,0,718
254,0,694
203,0,722
479,0,808
244,0,833
15,0,661
113,0,714
23,0,809
116,0,749
627,0,662
374,1,785
654,1,707
647,0,723
649,1,674
54,0,666
555,0,805
363,0,841
468,0,780
484,0,704
222,1,810
472,0,711
510,0,784
655,0,731
108,0,775
287,0,774
469,0,731
204,0,710
142,0,823
422,0,692
89,1,750
555,0,670
514,0,793
208,0,735
591,0,712
489,0,669
423,0,716
140,0,722
501,0,712
255,0,792
100,0,835
420,0,839
547,0,683
553,0,762
260,1,834
432,0,790
644,0,680
383,0,720
142,0,724
346,0,665
12,1,837
490,0,740
142,0,821
449,1,780
252,1,811
659,0,733
593,0,841
577,0,798
138,0,839
640,0,803
419,0,739
166,0,820
338,0,676
199,0,825
591,0,779
463,0,787
21,1,703
592,0,820
315,0,687
116,0,717
394,0,673
249,0,802
549,0,793
227,0,757
513,0,816
325,0,829
156,1,829
435,0,726
115,0,800
156,0,794
122,0,771
428,0,693
575,0,701
39,0,759
56,0,717
520,0,839
242,0,819
488,0,747
298,0,821
294,0,758
483,0,721
617,0,738
575,0,750
262,0,825
11,0,791
588,1,685
553,0,681
11,0,813
613,0,734
192,0,688
574,0,811
550,0,763
570,0,819
77,0,801
623,0,761
465,0,788
110,0,732
80,0,698
362,1,701
537,0,799
539,0,673
614,1,705
233,0,805
272,1,744
652,0,705
185,1,826
111,0,771
120,0,666
164,0,789
122,0,841
431,0,839
91,0,807
640,0,735
267,0,785
258,0,818
573,0,752
410,0,808
521,0,814
443,0,739
359,0,682
96,0,775
392,0,785
128,0,816
262,0,668
22,0,826
504,0,688
104,0,702
19,1,779
38,0,819
479,0,792
269,0,815
263,0,718
455,0,683
369,0,780
630,0,737
197,0,791
539,1,667
298,0,750
433,0,739
333,0,784
15,0,696
340,0,827
638,0,833
504,0,798
231,0,741
194,0,754
507,0,744
55,0,745
138,0,743
281,0,810
4,0,753
226,0,747
286,1,742
253,1,780
93,0,705
500,0,684
416,0,769
616,0,727
206,0,738
546,0,744
34,0,749
246,0,753
297,0,666
176,0,675
340,0,695
292,0,674
453,0,663
561,0,747
152,0,844
288,0,676
493,0,785
441,0,837
420,0,745
510,0,753
322,0,782
240,0,687
240,0,738
203,0,672
409,0,774
300,0,666
534,0,775
582,0,781
244,0,737
253,0,753
393,0,692
536,0,719
316,0,814
264,0,748
445,0,833
491,0,704
267,0,829
195,0,813
561,0,661
247,0,825
618,0,810
382,0,691
33,0,827
475,0,733
238,0,670
76,0,793
307,0,664
481,0,696
601,0,830
337,0,830
497,0,673
219,0,794
596,0,744
125,0,839
407,0,822
622,1,748
37,0,732
474,1,809
446,0,703
583,0,784
404,0,817
301,0,840
124,0,839
288,0,742
394,0,828
167,0,680
218,0,796
192,0,786
345,0,830
431,0,666
438,0,675
163,0,785
393,0,752
13,0,692
442,0,719
303,0,795
611,0,694
421,0,792
513,0,682
463,0,795
216,0,676
57,0,738
485,0,673
465,0,748
25,1,686
0,0,794
90,1,730
352,0,678
534,0,740
127,0,754
287,1,662
421,0,750
135,0,704
331,0,760
199,0,834
431,0,762
588,0,828
481,0,773
307,1,830
454,0,672
111,1,722
564,0,692
657,0,771
182,0,725
140,0,835
120,0,755
591,0,705
437,0,721
294,0,752
299,0,827
309,0,800
434,0,844
604,0,827
401,0,744
212,0,747
392,1,815
63,0,690
25,0,754
16,0,802
363,0,814
30,1,683
5,0,750
120,0,692
123,0,675
433,0,838
335,0,800
504,0,823
428,0,748
367,0,794
389,0,677
26,0,798
274,0,817
261,0,728
354,0,821
400,0,779
127,0,816
570,0,672
414,0,692
379,0,669
479,0,836
547,0,764
603,0,810
576,0,707
298,1,804
299,0,775
646,0,729
588,0,775
284,0,801
467,0,671
223,0,764
1,0,673
411,0,752
593,0,829
161,0,789
77,1,795
191,0,787
77,0,683
142,0,784
80,0,820
398,0,679
56,0,676
602,0,782
631,0,764
315,0,744
144,0,716
268,0,785
523,0,717
434,0,745
130,0,664
485,0,681
64,0,725
117,0,797
649,0,775
586,0,786
281,0,684
77,0,714
147,0,776
561,0,692
457,0,763
639,0,733
29,1,752
572,0,718
292,0,802
566,0,715
249,0,669
419,0,701
278,0,715
606,0,747
4,0,736
52,0,717
381,0,727
131,0,720
436,0,798
161,0,764
198,0,840
600,0,715
48,0,835
490,0,738
290,0,720
477,0,791
466,0,770
223,1,685
562,0,784
611,0,664
502,0,750
509,0,718
83,0,810
30,1,752
154,0,741
600,0,740
291,0,736
486,0,729
449,1,741
40,0,749
313,0,688
527,0,808
366,0,783
304,0,684
105,0,667
155,0,765
626,0,809
465,1,708
110,0,819
37,0,716
374,0,714
153,0,796
322,0,798
410,0,823
333,0,805
26,0,843
299,0,792
234,0,737
115,0,700
397,0,734
117,0,763
2,0,755
123,0,802
401,0,818
223,0,668
580,1,664
614,1,680
185,0,667
326,0,772
147,0,737
55,0,743
364,1,794
58,0,774
70,0,749
614,0,744
285,0,814
55,0,724
365,1,805
289,0,688
406,1,799
126,0,683
601,0,732
621,0,832
584,0,780
421,0,754
3,0,780
400,1,724
255,0,697
588,0,759
612,1,727
139,0,764
650,0,746
598,0,792
554,0,698
526,0,827
600,0,726
195,0,734
83,0,770
463,0,786
337,0,702
387,1,782
239,0,677
645,0,812
50,1,755
432,1,733
512,0,787
574,0,706
183,0,836
346,0,768
408,0,801
257,0,830
447,0,697
548,0,776
237,0,819
447,0,728
230,0,831
416,0,755
594,0,736
342,0,694
241,0,806
127,0,666
527,0,798
439,0,748
219,0,753
635,0,824
403,0,730
647,0,831
336,0,689
81,0,683
624,0,815
528,0,821
132,0,684
488,1,714
516,0,833
80,0,755
173,0,794
600,0,685
212,0,726
286,1,796
365,0,708
331,0,702
381,0,809
588,0,694
70,0,661
607,0,776
288,0,692
474,0,703
179,0,825
132,0,835
436,0,712
624,0,756
312,0,701
183,0,737
434,0,695
482,0,812
498,0,704
408,0,834
8,0,745
215,0,770
297,0,767
503,0,699
187,0,753
0,0,793
14,0,795
202,0,663
172,0,781
211,0,694
494,0,814
116,0,747
658,0,805
27,0,741
488,0,740
305,0,778
547,0,773
556,0,695
520,0,796
253,0,808
68,1,672
335,0,739
290,1,830
147,0,738
540,0,760
519,0,764
168,0,813
317,1,718
106,1,833
194,0,828
353,0,736
107,0,745
499,0,783
148,0,834
120,0,669
608,0,673
558,0,744
77,0,693
192,0,741
65,0,743
547,0,711
470,0,840
417,0,800
284,0,718
30,0,667
348,0,833
378,0,820
578,0,808
319,0,684
161,0,811
373,0,723
652,0,780
477,0,796
0,0,728
62,0,739
131,0,732
426,0,782
42,0,802
174,0,775
265,0,835
245,0,780
318,1,842
383,0,818
277,1,661
585,0,731
475,0,723
147,1,721
612,0,788
81,0,713
539,0,817
427,0,692
70,0,728
401,0,726
628,0,778
659,0,813
519,1,785
76,0,785
381,0,720
393,0,711
576,0,797
467,0,817
261,0,724
137,0,792
23,1,692
444,0,817
238,0,832
177,1,674
89,0,714
657,1,841
621,0,813
202,0,806
494,1,671
630,1,744
204,1,712
200,0,697
577,0,739
14,0,676
442,0,742
458,0,776
612,0,751
406,0,796
200,0,708
527,1,819
157,1,788
260,1,764
383,0,790
521,0,770
352,0,734
2,0,721
633,0,749
474,0,694
571,0,782
86,0,718
239,1,768
467,0,815
332,0,768
238,1,732
277,0,788
239,0,704
543,0,759
439,0,737
398,0,838
559,0,727
392,0,689
66,0,727
398,0,734
135,1,772
306,0,839
20,0,842
366,0,694
182,0,841
79,0,738
566,0,814
424,0,682
83,0,824
40,0,756
195,1,737
652,0,817
631,0,701
658,0,662
55,0,728
358,0,794
393,0,801
631,0,761
588,0,743
479,0,669
189,1,784
390,0,765
564,0,726
132,1,839
527,0,809
196,0,685
47,0,825
124,0,812
563,0,668
515,0,688
201,0,774
369,0,738
501,0,734
134,0,756
345,0,818
654,0,708
495,0,800
132,0,701
47,0,722
82,0,798
550,1,834
131,0,830
314,0,736
390,1,724
5,0,719
31,0,751
1,0,815
587,0,796
275,0,787
643,0,680
385,0,838
136,0,755
8,0,672
58,0,771
400,0,666
580,0,826
610,0,799
277,0,768
319,1,813
523,0,719
586,0,715
52,0,661
350,1,793
130,0,729
270,0,838
528,0,769
637,0,780
121,0,729
112,0,776
23,0,766
349,0,819
526,0,711
64,0,742
35,0,695
39,0,740
519,1,765
359,0,830
276,0,746
412,1,710
260,0,683
224,0,770
387,0,767
436,0,768
263,0,689
268,0,787
183,0,703
281,0,842
92,0,773
400,0,794
505,0,699
430,0,814
454,0,763
303,0,668
284,0,777
144,1,843
4,0,825
134,0,807
336,0,675
181,0,733
246,0,797
334,0,687
39,0,715
325,0,725
3,0,679
558,0,840
518,0,704
639,1,834
296,0,679
72,0,687
127,1,710
406,0,819
414,0,685
366,0,844
573,0,820
143,0,767
436,0,714
418,0,686
426,0,702
254,0,785
561,0,831
150,1,723
161,0,842
118,0,807
341,0,828
281,0,840
30,1,835
217,0,826
324,0,704
52,0,786
469,1,756
