obj,rel,sbj
397,0,792
397,1,814
398,1,814
399,1,814
400,1,814
401,1,814
402,1,814
403,1,814
404,0,697
404,1,814
405,1,814
406,1,814
407,1,697
407,1,814
412,1,667
412,1,796
413,0,678
413,0,711
433,1,661
433,1,665
436,0,663
416,0,661
416,1,700
419,0,663
417,1,729
417,0,678
417,0,815
417,0,665
417,0,663
417,1,844
417,0,661
417,0,727
417,0,667
421,1,678
421,1,662
437,1,678
437,1,663
438,1,661
430,1,815
430,1,665
439,1,661
414,0,663
414,0,700
414,1,662
414,1,661
420,1,665
440,1,663
418,1,816
418,0,663
418,0,815
418,0,700
425,1,663
425,1,661
425,1,665
441,1,662
441,0,663
423,1,665
423,1,816
423,1,815
442,1,663
434,1,744
443,1,744
443,1,663
443,1,700
443,1,711
443,1,678
443,1,662
443,1,661
443,1,665
431,1,665
431,1,815
444,1,661
444,1,733
422,0,663
445,1,663
486,1,715
487,1,679
488,0,711
488,1,683
488,0,682
488,0,823
489,0,715
482,0,681
484,0,823
484,1,683
484,1,679
484,0,711
490,1,683
490,1,682
490,1,679
490,0,711
490,0,823
483,1,679
483,0,823
483,0,711
483,1,682
483,1,683
481,1,684
481,0,823
481,0,711
481,1,683
481,1,709
481,1,770
491,0,823
491,1,683
491,0,711
491,1,682
492,0,682
492,1,684
493,0,715
493,0,682
494,1,684
495,0,823
495,1,682
495,0,711
495,1,683
496,0,679
496,0,681
497,0,715
497,0,682
514,1,668
515,1,668
516,1,824
516,1,793
516,0,668
516,0,825
519,1,668
512,0,825
512,1,667
512,1,793
512,0,748
517,1,678
518,0,668
518,0,825
518,1,667
518,0,748
513,0,668
513,0,825
513,1,824
513,1,793
520,1,792
520,1,697
520,1,710
521,0,731
527,1,780
527,1,826
531,1,736
531,0,683
534,1,679
535,1,742
535,1,736
533,1,774
533,0,781
533,1,678
533,1,711
529,1,736
529,1,742
529,1,827
530,1,736
532,1,682
532,0,680
555,1,663
556,1,663
557,1,663
552,1,663
558,1,663
544,0,661
544,1,711
559,1,663
559,1,703
550,1,663
560,0,663
561,1,663
572,1,742
573,0,742
574,0,710
575,1,828
577,0,686
577,0,784
581,1,678
582,1,678
582,1,701
582,1,829
582,1,665
582,0,670
583,1,670
583,1,665
584,1,665
584,1,670
585,1,678
578,1,678
578,1,842
578,1,665
578,1,745
578,1,701
578,1,829
578,1,796
586,1,678
586,1,670
586,1,665
587,1,665
587,1,678
588,0,670
588,1,665
589,1,665
589,1,670
590,1,665
590,1,670
591,1,678
591,1,670
591,1,665
592,1,665
579,1,701
579,1,829
579,1,670
579,1,665
593,1,665
594,1,665
611,0,830
611,0,704
612,0,831
612,0,704
612,0,830
613,0,704
614,0,704
614,0,830
614,0,831
604,0,830
603,1,831
603,0,830
603,1,708
615,0,704
616,0,830
616,0,704
607,0,830
607,0,831
617,0,704
618,0,830
618,0,704
618,0,831
619,0,704
620,0,830
620,0,704
621,0,830
622,0,830
622,0,704
622,0,831
623,0,830
623,0,704
624,0,704
624,0,831
624,0,830
605,1,830
625,1,832
631,1,833
632,1,833
630,0,834
630,1,785
630,1,835
630,1,780
633,0,834
634,1,833
635,1,680
635,1,682
636,1,833
636,1,785
637,1,833
638,1,747
638,1,728
638,1,836
638,1,837
638,1,705
638,1,766
638,1,714
639,1,781
640,1,833
641,1,833
642,1,785
642,1,838
642,1,833
642,1,839
643,0,834
644,1,833
645,1,833
646,0,834
647,1,839
647,1,785
647,1,780
648,1,785
648,1,833
649,0,834
629,0,834
650,1,833
651,1,833
652,1,685
653,1,833
105,1,764
131,1,668
131,0,672
131,0,673
131,0,674
107,1,672
132,0,673
133,0,674
133,0,672
133,0,673
134,1,674
134,1,672
134,0,673
134,0,668
110,0,673
130,1,674
130,0,673
130,0,668
113,1,674
113,0,668
122,1,673
125,1,673
114,1,672
135,0,668
135,0,673
115,1,674
115,0,673
136,1,673
136,1,672
136,0,668
119,0,674
119,1,672
119,0,673
117,0,672
137,1,761
161,1,681
161,1,679
181,1,681
181,1,679
144,1,681
180,1,681
180,1,679
165,1,681
160,0,662
182,0,680
183,1,678
184,1,681
184,1,679
174,1,681
174,1,679
156,1,681
185,1,680
186,1,680
187,1,680
195,1,717
195,1,718
196,1,717
196,1,718
197,1,717
197,1,718
198,1,717
199,1,718
200,1,717
200,1,718
201,1,718
201,1,717
202,1,717
202,1,718
203,1,717
203,1,718
204,1,717
204,1,718
212,1,717
212,1,718
224,1,761
225,1,761
226,1,761
227,1,761
223,1,761
228,1,761
222,1,761
229,1,761
230,0,759
262,0,691
262,0,760
263,0,691
263,0,760
240,0,691
240,0,760
258,0,760
258,0,691
247,1,687
248,1,687
249,1,687
243,1,760
251,1,687
244,1,687
252,1,687
264,0,687
264,0,693
253,1,760
267,1,692
266,1,692
311,1,692
311,1,694
311,1,690
271,1,692
312,1,692
312,1,694
312,1,690
268,1,692
317,1,692
323,0,690
329,1,758
329,0,759
329,1,762
329,1,763
329,0,686
330,0,696
330,1,762
330,1,763
330,1,758
330,0,832
330,0,759
330,0,725
330,0,686
331,1,762
331,1,763
331,1,758
331,1,696
331,0,832
331,0,759
331,0,725
331,0,686
332,0,759
332,1,696
332,1,762
332,1,763
332,1,758
332,0,832
332,0,725
332,0,686
333,0,759
333,1,762
333,1,763
333,1,758
333,0,832
333,0,725
333,0,686
334,0,832
334,1,696
334,0,759
334,1,762
334,1,763
334,1,758
334,0,725
334,0,686
335,1,696
335,1,762
335,1,763
335,1,758
335,0,832
335,0,759
335,0,725
335,0,686
328,0,686
328,0,832
328,0,759
328,1,762
328,1,763
328,1,758
328,0,725
336,1,696
337,1,762
337,1,763
337,1,758
337,0,832
337,0,759
337,0,725
337,0,686
338,0,832
338,0,759
338,1,762
338,1,763
338,1,758
338,1,696
338,0,725
338,0,686
326,1,762
326,1,763
326,1,758
326,0,832
326,0,759
326,0,686
339,1,762
339,1,763
339,1,758
339,1,696
339,0,832
339,0,725
339,0,759
339,0,686
325,0,832
325,0,759
325,1,762
325,1,763
325,1,758
325,0,686
324,1,758
324,0,832
324,0,759
324,1,762
324,1,763
324,0,686
356,1,700
377,1,682
378,1,682
379,1,682
380,1,682
498,0,709
498,1,736
499,0,709
499,0,682
499,0,736
491,0,709
491,0,736
500,0,736
500,0,709
501,0,682
501,0,709
501,0,736
497,0,736
497,0,709
502,0,682
502,0,736
502,0,709
503,0,736
503,0,709
503,0,682
484,0,709
484,1,736
493,0,679
493,0,709
493,0,736
504,0,736
504,0,709
504,0,682
492,0,679
492,0,709
492,0,736
494,0,682
494,0,709
494,0,736
485,0,736
485,0,709
488,0,679
488,0,709
488,0,736
536,1,682
535,1,682
537,1,682
595,1,667
586,1,667
602,0,668
654,0,788
654,0,696
655,0,788
655,0,696
656,0,705
657,0,705
0,3,17
0,3,105
0,3,106
0,3,121
0,3,126
0,3,131
0,3,175
0,3,205
0,3,320
0,3,336
0,3,346
0,3,361
0,3,387
0,3,490
0,3,524
0,3,539
0,3,585
0,3,588
0,3,624
1,3,12
1,3,15
1,3,24
1,3,29
1,3,32
1,3,35
1,3,45
1,3,52
1,3,64
1,3,66
1,3,67
1,3,68
1,3,94
1,3,107
1,3,109
1,3,110
1,3,130
1,3,140
1,3,144
1,3,161
1,3,162
1,3,168
1,3,171
1,3,186
1,3,191
1,3,192
1,3,197
1,3,198
1,3,199
1,3,206
1,3,222
1,3,230
1,3,258
1,3,262
1,3,263
1,3,284
1,3,297
1,3,307
1,3,314
1,3,349
1,3,400
1,3,407
1,3,427
1,3,432
1,3,437
1,3,442
1,3,445
1,3,483
1,3,485
1,3,487
1,3,491
1,3,492
1,3,506
1,3,508
1,3,519
1,3,520
1,3,523
1,3,547
1,3,555
1,3,560
1,3,573
1,3,604
1,3,608
1,3,619
1,3,631
1,3,639
1,3,645
1,3,658
2,3,38
2,3,39
2,3,61
2,3,63
2,3,75
2,3,99
2,3,147
2,3,154
2,3,155
2,3,157
2,3,167
2,3,170
2,3,173
2,3,183
2,3,184
2,3,209
2,3,225
2,3,243
2,3,246
2,3,251
2,3,252
2,3,260
2,3,274
2,3,291
2,3,294
2,3,299
2,3,306
2,3,313
2,3,315
2,3,316
2,3,321
2,3,327
2,3,331
2,3,332
2,3,334
2,3,356
2,3,362
2,3,369
2,3,396
2,3,413
2,3,421
2,3,428
2,3,440
2,3,489
2,3,494
2,3,516
2,3,525
2,3,540
2,3,542
2,3,558
2,3,569
2,3,583
2,3,609
2,3,614
2,3,623
2,3,629
2,3,632
2,3,641
2,3,644
2,3,646
2,3,657
3,3,16
3,3,21
3,3,22
3,3,42
3,3,49
3,3,59
3,3,77
3,3,78
3,3,79
3,3,96
3,3,129
3,3,176
3,3,204
3,3,214
3,3,220
3,3,280
3,3,304
3,3,309
3,3,311
3,3,329
3,3,343
3,3,384
3,3,401
3,3,403
3,3,422
3,3,429
3,3,435
3,3,438
3,3,441
3,3,509
3,3,515
3,3,526
3,3,530
3,3,533
3,3,570
3,3,576
3,3,579
3,3,595
3,3,605
3,3,610
3,3,617
3,3,622
3,3,633
3,3,642
4,3,30
4,3,51
4,3,54
4,3,57
4,3,69
4,3,75
4,3,80
4,3,84
4,3,95
4,3,97
4,3,120
4,3,124
4,3,147
4,3,156
4,3,157
4,3,158
4,3,207
4,3,217
4,3,226
4,3,227
4,3,243
4,3,244
4,3,249
4,3,251
4,3,252
4,3,265
4,3,274
4,3,294
4,3,295
4,3,315
4,3,316
4,3,348
4,3,358
4,3,367
4,3,381
4,3,394
4,3,502
4,3,504
4,3,510
4,3,516
4,3,525
4,3,527
4,3,532
4,3,540
4,3,558
4,3,568
4,3,572
4,3,621
4,3,641
4,3,647
5,3,34
5,3,43
5,3,156
5,3,254
5,3,264
5,3,318
5,3,359
5,3,395
5,3,399
5,3,416
5,3,430
5,3,486
5,3,495
5,3,536
5,3,549
5,3,553
5,3,554
5,3,572
5,3,616
5,3,635
5,3,656
6,3,86
6,3,87
6,3,93
6,3,290
6,3,319
6,3,378
6,3,434
6,3,496
6,3,548
6,3,638
7,3,36
7,3,37
7,3,45
7,3,64
7,3,73
7,3,107
7,3,110
7,3,126
7,3,130
7,3,131
7,3,137
7,3,152
7,3,161
7,3,185
7,3,186
7,3,189
7,3,200
7,3,201
7,3,205
7,3,206
7,3,213
7,3,240
7,3,302
7,3,349
7,3,361
7,3,363
7,3,373
7,3,376
7,3,380
7,3,382
7,3,383
7,3,387
7,3,407
7,3,427
7,3,483
7,3,490
7,3,491
7,3,517
7,3,524
7,3,528
7,3,531
7,3,534
7,3,556
7,3,562
7,3,565
7,3,566
7,3,577
7,3,587
7,3,608
7,3,612
7,3,613
7,3,624
7,3,625
7,3,631
7,3,640
7,3,643
9,3,20
9,3,25
9,3,26
9,3,28
9,3,31
9,3,40
9,3,44
9,3,58
9,3,113
9,3,116
9,3,122
9,3,133
9,3,169
9,3,181
9,3,208
9,3,215
9,3,221
9,3,237
9,3,255
9,3,259
9,3,270
9,3,273
9,3,277
9,3,292
9,3,293
9,3,298
9,3,301
9,3,303
9,3,308
9,3,325
9,3,337
9,3,351
9,3,424
9,3,443
9,3,488
9,3,503
9,3,512
9,3,514
9,3,563
9,3,571
9,3,580
9,3,596
9,3,600
9,3,653
10,3,11
10,3,39
10,3,60
10,3,61
10,3,62
10,3,63
10,3,65
10,3,74
10,3,101
10,3,102
10,3,112
10,3,115
10,3,119
10,3,134
10,3,135
10,3,141
10,3,145
10,3,148
10,3,150
10,3,154
10,3,164
10,3,170
10,3,173
10,3,178
10,3,179
10,3,190
10,3,195
10,3,202
10,3,209
10,3,219
10,3,225
10,3,228
10,3,233
10,3,235
10,3,236
10,3,247
10,3,253
10,3,267
10,3,276
10,3,282
10,3,288
10,3,291
10,3,312
10,3,321
10,3,326
10,3,327
10,3,331
10,3,332
10,3,333
10,3,334
10,3,335
10,3,350
10,3,357
10,3,362
10,3,368
10,3,369
10,3,377
10,3,393
10,3,396
10,3,402
10,3,404
10,3,408
10,3,409
10,3,414
10,3,420
10,3,421
10,3,436
10,3,440
10,3,489
10,3,493
10,3,494
10,3,507
10,3,518
10,3,522
10,3,542
10,3,583
10,3,594
10,3,597
10,3,598
10,3,606
10,3,609
10,3,620
10,3,629
10,3,632
10,3,634
10,3,644
10,3,650
10,3,657
11,3,39
11,3,60
11,3,61
11,3,62
11,3,63
11,3,65
11,3,74
11,3,101
11,3,102
11,3,112
11,3,115
11,3,119
11,3,128
11,3,134
11,3,135
11,3,141
11,3,145
11,3,148
11,3,150
11,3,154
11,3,164
11,3,170
11,3,173
11,3,178
11,3,179
11,3,190
11,3,195
11,3,202
11,3,209
11,3,219
11,3,225
11,3,228
11,3,233
11,3,235
11,3,236
11,3,247
11,3,253
11,3,267
11,3,276
11,3,282
11,3,288
11,3,291
11,3,312
11,3,321
11,3,326
11,3,327
11,3,331
11,3,332
11,3,333
11,3,334
11,3,335
11,3,350
11,3,357
11,3,362
11,3,368
11,3,369
11,3,377
11,3,393
11,3,396
11,3,402
11,3,404
11,3,408
11,3,409
11,3,414
11,3,420
11,3,421
11,3,436
11,3,440
11,3,493
11,3,494
11,3,507
11,3,518
11,3,522
11,3,542
11,3,583
11,3,594
11,3,597
11,3,598
11,3,606
11,3,609
11,3,620
11,3,629
11,3,632
11,3,634
11,3,644
11,3,650
11,3,657
12,3,15
12,3,29
12,3,32
12,3,33
12,3,35
12,3,52
12,3,66
12,3,67
12,3,68
12,3,89
12,3,94
12,3,98
12,3,100
12,3,138
12,3,140
12,3,144
12,3,165
12,3,168
12,3,171
12,3,191
12,3,192
12,3,197
12,3,199
12,3,222
12,3,229
12,3,230
12,3,250
12,3,258
12,3,261
12,3,262
12,3,284
12,3,297
12,3,307
12,3,314
12,3,317
12,3,400
12,3,403
12,3,432
12,3,437
12,3,445
12,3,485
12,3,492
12,3,506
12,3,508
12,3,519
12,3,520
12,3,523
12,3,547
12,3,555
12,3,560
12,3,573
12,3,604
12,3,610
12,3,619
12,3,622
12,3,639
12,3,645
13,3,18
13,3,60
13,3,74
13,3,108
13,3,112
13,3,115
13,3,139
13,3,143
13,3,148
13,3,151
13,3,178
13,3,193
13,3,203
13,3,228
13,3,235
13,3,236
13,3,248
13,3,282
13,3,283
13,3,288
13,3,296
13,3,305
13,3,312
13,3,326
13,3,339
13,3,340
13,3,350
13,3,357
13,3,377
13,3,385
13,3,402
13,3,406
13,3,414
13,3,426
13,3,500
13,3,522
13,3,597
13,3,598
13,3,606
13,3,650
13,3,651
13,3,660
15,3,24
15,3,32
15,3,35
15,3,45
15,3,52
15,3,64
15,3,66
15,3,67
15,3,68
15,3,94
15,3,107
15,3,109
15,3,110
15,3,130
15,3,140
15,3,144
15,3,161
15,3,162
15,3,168
15,3,171
15,3,186
15,3,189
15,3,191
15,3,197
15,3,198
15,3,199
15,3,206
15,3,222
15,3,230
15,3,262
15,3,263
15,3,284
15,3,297
15,3,307
15,3,314
15,3,344
15,3,349
15,3,355
15,3,400
15,3,407
15,3,427
15,3,432
15,3,437
15,3,442
15,3,445
15,3,483
15,3,485
15,3,487
15,3,491
15,3,492
15,3,506
15,3,508
15,3,519
15,3,520
15,3,523
15,3,547
15,3,555
15,3,560
15,3,573
15,3,587
15,3,604
15,3,608
15,3,619
15,3,631
15,3,639
15,3,645
15,3,658
16,3,22
16,3,49
16,3,78
16,3,79
16,3,129
16,3,214
16,3,220
16,3,280
16,3,309
16,3,311
16,3,329
16,3,343
16,3,384
16,3,422
16,3,438
16,3,441
16,3,509
16,3,511
16,3,515
16,3,526
16,3,530
16,3,533
16,3,570
16,3,576
16,3,579
16,3,595
16,3,605
16,3,633
16,3,642
17,3,36
17,3,53
17,3,88
17,3,92
17,3,111
17,3,121
17,3,126
17,3,131
17,3,160
17,3,175
17,3,182
17,3,205
17,3,231
17,3,234
17,3,239
17,3,245
17,3,256
17,3,266
17,3,275
17,3,287
17,3,300
17,3,320
17,3,336
17,3,346
17,3,352
17,3,361
17,3,363
17,3,364
17,3,373
17,3,374
17,3,375
17,3,376
17,3,382
17,3,386
17,3,387
17,3,392
17,3,490
17,3,501
17,3,505
17,3,517
17,3,524
17,3,528
17,3,531
17,3,539
17,3,545
17,3,566
17,3,585
17,3,588
17,3,591
17,3,624
17,3,626
17,3,643
18,3,60
18,3,74
18,3,108
18,3,112
18,3,115
18,3,125
18,3,134
18,3,135
18,3,139
18,3,143
18,3,148
18,3,150
18,3,151
18,3,178
18,3,187
18,3,193
18,3,196
18,3,202
18,3,203
18,3,228
18,3,235
18,3,236
18,3,248
